2,2,2,2,2;-2,5,-5,1;89,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;11,61,211,551,1201,2311,4061,6661,10351,15401,22111,30811,41861,55651,72601,93161,117811,147061,181451,221551,267961,321311,382261,451501,529751,617761,716311,826211,948301,1083451,1232561,1396561,1576411,1773101,1987651,2221111,2474561,2749111,3045901,3366101,3710911,4081561,4479311,4905451,5361301,5848211,6367561,6920761,7509251,8134501,8798011,9501311,10245961,11033551,11865701,12744061,13670311,14646161,15673351,16753651,17888861,19080811,20331361,21642401,23015851,24453661,25957811,27530311,29173201,30888551,32678461,34545061,36490511,38517001,40626751,42822011,45105061,47478211,49943801,52504201,55161811,57919061,60778411,63742351,66813401,69994111,73287061,76694861,80220151,83865601,87633911,91527811,95550061,99703451,103990801,108414961,112978811,117685261,122537251,127537751
3,3,2,2,2;-6,1;31,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;13,69,233,601,1301,2493,4369,7153,11101,16501,23673,32969,44773,59501,77601,99553,125869,157093,193801,236601,286133,343069,408113,482001,565501,659413,764569,881833,1012101,1156301,1315393,1490369,1682253,1892101,2121001,2370073,2640469,2933373,3250001,3591601,3959453,4354869,4779193,5233801,5720101,6239533,6793569,7383713,8011501,8678501,9386313,10136569,10930933,11771101,12658801,13595793,14583869,15624853,16720601,17873001,19083973,20355469,21689473,23088001,24553101,26086853,27691369,29368793,31121301,32951101,34860433,36851569,38926813,41088501,43339001,45680713,48116069,50647533,53277601,56008801,58843693,61784869,64834953,67996601,71272501,74665373,78177969,81813073,85573501,89462101,93481753,97635369,101925893,106356301,110929601,115648833,120517069,125537413,130713001,136047001
3,3,2,2,2;4,-2,-6,1;91,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;13,73,253,661,1441,2773,4873,7993,12421,18481,26533,36973,50233,66781,87121,111793,141373,176473,217741,265861,321553,385573,458713,541801,635701,741313,859573,991453,1137961,1300141,1479073,1675873,1891693,2127721,2385181,2665333,2969473,3298933,3655081,4039321,4453093,4897873,5375173,5886541,6433561,7017853,7641073,8304913,9011101,9761401,10557613,11401573,12295153,13240261,14238841,15292873,16404373,17575393,18808021,20104381,21466633,22896973,24397633,25970881,27619021,29344393,31149373,33036373,35007841,37066261,39214153,41454073,43788613,46220401,48752101,51386413,54126073,56973853,59932561,63005041,66194173,69502873,72934093,76490821,80176081,83992933,87944473,92033833,96264181,100638721,105160693,109833373,114660073,119644141,124788961,130097953,135574573,141222313,147044701,153045301
3,3,3,3,2;2,-4,-7,1;123,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;15,87,305,801,1751,3375,5937,9745,15151,22551,32385,45137,61335,81551,106401,136545,172687,215575,266001,324801,392855,471087,560465,662001,776751,905815,1050337,1211505,1390551,1588751,1807425,2047937,2311695,2600151,2914801,3257185,3628887,4031535,4466801,4936401,5442095,5985687,6569025,7194001,7862551,8576655,9338337,10149665,11012751,11929751,12902865,13934337,15026455,16181551,17402001,18690225,20048687,21479895,22986401,24570801,26235735,27983887,29817985,31740801,33755151,35863895,38069937,40376225,42785751,45301551,47926705,50664337,53517615,56489751,59584001,62803665,66152087,69632655,73248801,77004001,80901775,84945687,89139345,93486401,97990551,102655535,107485137,112483185,117653551,123000151,128526945,134237937,140137175,146228751,152516801,159005505,165699087,172601815,179718001,187052001
4,3,3,2,2;2,3,-6,-7,1;91,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;15,87,305,801,1751,3375,5937,9745,15151,22551,32385,45137,61335,81551,106401,136545,172687,215575,266001,324801,392855,471087,560465,662001,776751,905815,1050337,1211505,1390551,1588751,1807425,2047937,2311695,2600151,2914801,3257185,3628887,4031535,4466801,4936401,5442095,5985687,6569025,7194001,7862551,8576655,9338337,10149665,11012751,11929751,12902865,13934337,15026455,16181551,17402001,18690225,20048687,21479895,22986401,24570801,26235735,27983887,29817985,31740801,33755151,35863895,38069937,40376225,42785751,45301551,47926705,50664337,53517615,56489751,59584001,62803665,66152087,69632655,73248801,77004001,80901775,84945687,89139345,93486401,97990551,102655535,107485137,112483185,117653551,123000151,128526945,134237937,140137175,146228751,152516801,159005505,165699087,172601815,179718001,187052001
4,3,3,3,3;-8,-8,1;123,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;17,103,367,971,2131,4117,7253,11917,18541,27611,39667,55303,75167,99961,130441,167417,211753,264367,326231,398371,481867,577853,687517,812101,952901,1111267,1288603,1486367,1706071,1949281,2217617,2512753,2836417,3190391,3576511,3996667,4452803,4946917,5481061,6057341,6677917,7345003,8060867,8827831,9648271,10524617,11459353,12455017,13514201,14639551,15833767,17099603,18439867,19857421,21355181,22936117,24603253,26359667,28208491,30152911,32196167,34341553,36592417,38952161,41424241,44012167,46719503,49549867,52506931,55594421,58816117,62175853,65677517,69325051,73122451,77073767,81183103,85454617,89892521,94501081,99284617,104247503,109394167,114729091,120256811,125981917,131909053,138042917,144388261,150949891,157732667,164741503,171981367,179457281,187174321,195137617,203352353,211823767,220557151,229557851
4,4,2,2,2;-6,-7,1;31,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;15,83,285,741,1611,3095,5433,8905,13831,20571,29525,41133,55875,74271,96881,124305,157183,196195,242061,295541,357435,428583,509865,602201,706551,823915,955333,1101885,1264691,1444911,1643745,1862433,2102255,2364531,2650621,2961925,3299883,3665975,4061721,4488681,4948455,5442683,5973045,6541261,7149091,7798335,8490833,9228465,10013151,10846851,11731565,12669333,13662235,14712391,15821961,16993145,18228183,19529355,20898981,22339421,23853075,25442383,27109825,28857921,30689231,32606355,34611933,36708645,38899211,41186391,43572985,46061833,48655815,51357851,54170901,57097965,60142083,63306335,66593841,70007761,73551295,77227683,81040205,84992181,89086971,93327975,97718633,102262425,106962871,111823531,116848005,122039933,127402995,132940911,138657441,144556385,150641583,156916915,163386301,170053701
4,4,3,3,2;2,-1,-10,-8,1;95,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;17,101,357,941,2061,3977,7001,11497,17881,26621,38237,53301,72437,96321,125681,161297,204001,254677,314261,383741,464157,556601,662217,782201,917801,1070317,1241101,1431557,1643141,1877361,2135777,2420001,2731697,3072581,3444421,3849037,4288301,4764137,5278521,5833481,6431097,7073501,7762877,8501461,9291541,10135457,11035601,11994417,13014401,14098101,15248117,16467101,17757757,19122841,20565161,22087577,23693001,25384397,27164781,29037221,31004837,33070801,35238337,37510721,39891281,42383397,44990501,47716077,50563661,53536841,56639257,59874601,63246617,66759101,70415901,74220917,78178101,82291457,86565041,91002961,95609377,100388501,105344597,110481981,115805021,121318137,127025801,132932537,139042921,145361581,151893197,158642501,165614277,172813361,180244641,187913057,195823601,203981317,212391301,221058701
4,4,4,3,3;-6,-14,-9,1;127,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;19,117,419,1111,2441,4719,8317,13669,21271,31681,45519,63467,86269,114731,149721,192169,243067,303469,374491,457311,553169,663367,789269,932301,1093951,1275769,1479367,1706419,1958661,2237891,2545969,2884817,3256419,3662821,4106131,4588519,5112217,5679519,6292781,6954421,7666919,8432817,9254719,10135291,11077261,12083419,13156617,14299769,15515851,16807901,18179019,19632367,21171169,22798711,24518341,26333469,28247567,30264169,32386871,34619331,36965269,39428467,42012769,44722081,47560371,50531669,53640067,56889719,60284841,63829711,67528669,71386117,75406519,79594401,83954351,88491019,93209117,98113419,103208761,108500041,113992219,119690317,125599419,131724671,138071281,144644519,151449717,158492269,165777631,173311321,181098919,189146067,197458469,206041891,214902161,224045169,233476867,243203269,253230451,263564551
4,4,4,4,4;-4,-15,-20,-10,1;255,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;21,131,471,1251,2751,5321,9381,15421,24001,35751,51371,71631,97371,129501,169001,216921,274381,342571,422751,516251,624471,748881,891021,1052501,1235001,1440271,1670131,1926471,2211251,2526501,2874321,3256881,3676421,4135251,4635751,5180371,5771631,6412121,7104501,7851501,8655921,9520631,10448571,11442751,12506251,13642221,14853881,16144521,17517501,18976251,20524271,22165131,23902471,25740001,27681501,29730821,31891881,34168671,36565251,39085751,41734371,44515381,47433121,50492001,53696501,57051171,60560631,64229571,68062751,72065001,76241221,80596381,85135521,89863751,94786251,99908271,105235131,110772221,116525001,122499001,128699821,135133131,141804671,148720251,155885751,163307121,170990381,178941621,187167001,195672751,204465171,213550631,222935571,232626501,242630001,252952721,263601381,274582771,285903751,297571251
